sha,filename,url,lines,title,comment,priority,category,additional,id,private
"b2201b4a00d136f6d9c97a6706114d61d6e06fe0","\src\domain\Student.java","","6:3-6:29","Missing Attribute","The professor name attribute is missing","2","Architecture","","0fbb8522-2031-4468-8231-cd34faf3976a","0"
